!ION
Kr02
!MOLECULAR WEIGHT
 83.8
!NUMBER OF ENERGY LEVELS
31
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
    1  0.00000000E+00  1.0  0.0
    2  1.04672973E+08  3.0  1.0
    3  1.05030401E+08  1.0  0.0
    4  1.05052959E+08  3.0  1.0
    5  1.05061854E+08  1.0  0.0
    6  1.05574187E+08  5.0  2.0
    7  1.05768395E+08  3.0  1.0
    8  1.24164110E+08  3.0  1.0
    9  1.24262454E+08  1.0  0.0
   10  1.24266302E+08  1.0  0.0
   11  1.24268634E+08  3.0  1.0
   12  1.24424184E+08  5.0  2.0
   13  1.24472634E+08  5.0  2.0
   14  1.24475295E+08  3.0  1.0
   15  1.24477039E+08  3.0  1.0
   16  1.24526579E+08  7.0  3.0
   17  1.24531103E+08  5.0  2.0
   18  1.30917769E+08  3.0  1.0
   19  1.30958153E+08  1.0  0.0
   20  1.30959096E+08  1.0  0.0
   21  1.30960693E+08  3.0  1.0
   22  1.31026339E+08  5.0  2.0
   23  1.31046278E+08  5.0  2.0
   24  1.31047254E+08  3.0  1.0
   25  1.31047981E+08  3.0  1.0
   26  1.31068938E+08  7.0  3.0
   27  1.31070483E+08  7.0  3.0
   28  1.31071093E+08  5.0  2.0
   29  1.31071230E+08  5.0  2.0
   30  1.31082010E+08  9.0  4.0
   31  1.31082583E+08  7.0  3.0
!NUMBER OF RADIATIVE TRANSITIONS
231
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
  177   25   11  1.8055E+09  2.03380407E+08  9.75390910E+06
  178   25   12  7.6377E+08  1.98713941E+08  9.53011035E+06
  179   25   13  3.2966E+10  1.97260425E+08  9.46040127E+06
  180   25   14  2.7447E+10  1.97180600E+08  9.45657296E+06
  181   25   15  2.2051E+09  1.97128263E+08  9.45406292E+06
  182   25   17  5.0866E+11  1.95506363E+08  9.37627830E+06
  183   26    8  7.9357E+09  2.07144822E+08  9.93444647E+06
  184   26   12  1.0733E+13  1.99342618E+08  9.56026103E+06
  185   26   16  1.4977E+09  1.96270759E+08  9.41293792E+06
  186   27   11  8.6550E+09  2.04055468E+08  9.78628435E+06
  187   27   12  2.1280E+09  1.99388979E+08  9.56248444E+06
  188   27   13  1.9447E+13  1.97935487E+08  9.49277652E+06
  189   27   16  1.3013E+12  1.96317119E+08  9.41516133E+06
  190   27   17  1.3219E+11  1.96181401E+08  9.40865239E+06
  191   28    8  2.9462E+09  2.07209475E+08  9.93754718E+06
  192   28   10  4.6378E+09  2.04143713E+08  9.79051650E+06
  193   28   11  1.3685E+11  2.04073737E+08  9.78716049E+06
  194   28   12  9.9654E+11  1.99407271E+08  9.56336174E+06
  195   28   15  9.3910E+12  1.97821593E+08  9.48731431E+06
  196   28   17  1.4394E+09  1.96199693E+08  9.40952969E+06
  197   29    9  5.6582E+09  2.04263293E+08  9.79625142E+06
  198   29   11  4.4830E+09  2.04077874E+08  9.78735893E+06
  199   29   13  2.0222E+12  1.97957893E+08  9.49385109E+06
  200   29   14  1.7543E+13  1.97878044E+08  9.49002162E+06
  201   29   16  9.1389E+10  1.96339526E+08  9.41623590E+06
  202   29   17  1.2106E+12  1.96203807E+08  9.40972696E+06
  203   30   12  1.1359E+10  1.99734797E+08  9.57906952E+06
  204   30   16  2.0763E+13  1.96662938E+08  9.43174641E+06
  205   31   13  1.2410E+10  1.98298485E+08  9.51018551E+06
  206   31   15  9.1560E+09  1.98166323E+08  9.50384716E+06
  207   31   16  9.9513E+11  1.96680117E+08  9.43257032E+06
  208   31   17  1.9721E+13  1.96544423E+08  9.42606255E+06
  209   19   18  1.9058E+07  1.21149945E+06  5.81022317E+04
  210   20   18  2.6567E+00  1.23981435E+06  5.94601843E+04
  211   21   18  1.7967E+07  1.28772053E+06  6.17577142E+04
  212   22   18  3.7447E+08  3.25710373E+06  1.56207248E+05
  213   23   21  1.4075E+08  2.56753119E+06  1.23136079E+05
  214   23   22  3.5128E+05  5.98149200E+05  2.86866027E+04
  215   24   19  1.1113E+08  2.67304544E+06  1.28196431E+05
  216   24   21  6.0765E+07  2.59682363E+06  1.24540914E+05
  217   24   22  7.0048E+04  6.27442610E+05  3.00914837E+04
  218   25   18  1.3635E+08  3.90637194E+06  1.87345465E+05
  219   25   20  1.6187E+08  2.66655590E+06  1.27885200E+05
  220   26   22  2.1974E+07  1.27796082E+06  6.12896488E+04
  221   27   23  2.3447E+06  7.26177448E+05  3.48267021E+04
  222   28   21  4.1945E+06  3.31198653E+06  1.58839369E+05
  223   28   22  2.3645E+06  1.34260527E+06  6.43899280E+04
  224   28   25  3.1447E+06  6.93337054E+05  3.32517115E+04
  225   29   18  7.6634E+02  4.60383017E+06  2.20794823E+05
  226   29   23  2.7063E+05  7.48577238E+05  3.59009723E+04
  227   29   24  2.0596E+06  7.19283586E+05  3.44960797E+04
  228   30   26  3.9785E+05  3.92181423E+05  1.88086061E+04
  229   31   23  8.3942E+03  1.08918015E+06  5.22359277E+04
  230   31   26  2.1681E+04  4.09368532E+05  1.96328817E+04
  231   31   28  2.5698E+05  3.44724086E+05  1.65326024E+04
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 Kr02 - e
!NUMBER OF COLL TRANS
465
!NUMBER OF COLL TEMPS
11
!COLL TEMPS
  1.1604E+07  1.4609E+07  1.8392E+07  2.3154E+07  2.9149E+07  3.6696E+07  4.6198E+07  5.8160E+07  7.3219E+07  9.2177E+07  1.1604E+08
TRANS + LOW + UP + COLLRATES (cm^3 s^-1)
    1    1    2  1.0032E-18  1.2689E-17  9.2356E-17  4.3281E-16  1.4274E-15  3.5554E-15  7.0720E-15  1.1741E-14  1.6852E-14  2.1496E-14  2.4918E-14
    2    1    3  6.0521E-19  7.6897E-18  5.6063E-17  2.6247E-16  8.6262E-16  2.1357E-15  4.2125E-15  6.9186E-15  9.8002E-15  1.2311E-14  1.4032E-14
    3    1    4  3.0818E-18  4.0270E-17  3.0389E-16  1.4843E-15  5.1377E-15  1.3549E-14  2.8845E-14  5.1914E-14  8.1961E-14  1.1691E-13  1.5424E-13
    4    1    5  2.1609E-18  2.8338E-17  2.1461E-16  1.0515E-15  3.6477E-15  9.6262E-15  2.0457E-14  3.6627E-14  5.7268E-14  8.0452E-14  1.0385E-13
    5    1    6  2.6269E-18  3.3841E-17  2.4943E-16  1.1779E-15  3.8978E-15  9.7023E-15  1.9217E-14  3.1666E-14  4.4969E-14  5.6598E-14  6.4606E-14
    6    1    7  5.8789E-18  7.9921E-17  6.2746E-16  3.1914E-15  1.1523E-14  3.1757E-14  7.0778E-14  1.3352E-13  2.2105E-13  3.3037E-13  4.5575E-13
    7    1    8  2.4262E-20  5.0484E-19  5.4583E-18  3.5036E-17  1.4840E-16  4.5100E-16  1.0509E-15  1.9789E-15  3.1392E-15  4.3356E-15  5.3528E-15
    8    1    9  1.4860E-20  3.0887E-19  3.3314E-18  2.1303E-17  8.9755E-17  2.7091E-16  6.2589E-16  1.1664E-15  1.8278E-15  2.4889E-15  3.0245E-15
    9    1   10  3.6221E-20  7.7579E-19  8.6781E-18  5.7989E-17  2.5755E-16  8.2762E-16  2.0583E-15  4.1795E-15  7.2292E-15  1.1016E-14  1.5188E-14
   10    1   11  6.2006E-20  1.3177E-18  1.4608E-17  9.6645E-17  4.2471E-16  1.3501E-15  3.3232E-15  6.6884E-15  1.1497E-14  1.7480E-14  2.4172E-14
   11    1   12  6.8935E-20  1.4387E-18  1.5566E-17  9.9787E-17  4.2125E-16  1.2734E-15  2.9451E-15  5.4927E-15  8.6122E-15  1.1731E-14  1.4259E-14
   12    1   13  8.8050E-21  1.8732E-19  2.0749E-18  1.3691E-17  5.9901E-17  1.8924E-16  4.6220E-16  9.2164E-16  1.5678E-15  2.3564E-15  3.2198E-15
   13    1   14  5.8758E-21  1.2238E-19  1.3201E-18  8.4272E-18  3.5382E-17  1.0622E-16  2.4359E-16  4.4969E-16  6.9667E-16  9.3586E-16  1.1200E-15
   14    1   15  1.0399E-19  2.2765E-18  2.6088E-17  1.7913E-16  8.2055E-16  2.7311E-15  7.0683E-15  1.5010E-14  2.7285E-14  4.3910E-14  6.4214E-14
   15    1   16  1.3106E-20  2.7332E-19  2.9513E-18  1.8855E-17  7.9212E-17  2.3791E-16  5.4581E-16  1.0079E-15  1.5617E-15  2.0982E-15  2.5111E-15
   16    1   17  7.7993E-21  1.6891E-19  1.9102E-18  1.2912E-17  5.8088E-17  1.8944E-16  4.7942E-16  9.9403E-16  1.7629E-15  2.7667E-15  3.9475E-15
   17    1   18  4.2877E-21  1.0602E-19  1.3147E-18  9.4112E-18  4.3474E-17  1.4156E-16  3.4848E-16  6.8550E-16  1.1259E-15  1.5987E-15  2.0172E-15
   18    1   19  2.6312E-21  6.4910E-20  8.0233E-19  5.7184E-18  2.6269E-17  8.4948E-17  2.0736E-16  4.0381E-16  6.5540E-16  9.1805E-16  1.1406E-15
   19    1   20  5.6619E-21  1.4389E-19  1.8440E-18  1.3730E-17  6.6466E-17  2.2877E-16  6.0105E-16  1.2753E-15  2.2851E-15  3.5825E-15  5.0546E-15
