# Total Sources 4
# Total Luminosity  3.20532E+09
# 1  0.00000E+00  4.37620E+09
  1  8.855999999999999E-03  2.264418155587810E+01  3.234883079411158E+00
  1  1.033200000000000E-02  5.470821819166425E+01  1.105034282107748E+01
  1  1.239840000000000E-02  7.454635680743125E+01  2.347473562231603E+01
  1  1.549800000000000E-02  1.390645321732237E+02  5.128764205696075E+01
  1  2.066400000000000E-02  3.020926161634092E+02  1.268107960978130E+02
  1  3.099600000000000E-02  1.160192368668546E+03  5.135415856539951E+02
  1  6.199200000000000E-02  8.256559526391928E+03  4.641821348849959E+03
  1  1.237365269461078E-01  7.273190211770503E+04  4.093504050558477E+04
  1  1.242324649298597E-01  1.205701267740503E+05  4.141635837693827E+04
  1  1.247323943661972E-01  1.221218051978009E+05  4.190582453003566E+04
  1  1.252363636363636E-01  1.236820195368682E+05  4.240353889436915E+04
  1  1.257444219066937E-01  1.252452119487749E+05  4.290958015476823E+04
  1  1.262566191446028E-01  1.268085559669545E+05  4.342401648729137E+04
  1  1.267730061349693E-01  1.283755857397387E+05  4.394693129682189E+04
  1  1.272936344969199E-01  1.299511891281037E+05  4.447842900286728E+04
  1  1.278185567010309E-01  1.315363044023212E+05  4.501861916468381E+04
  1  1.283478260869565E-01  1.331274492033863E+05  4.556759833665653E+04
  1  1.288814968814969E-01  1.347230173566531E+05  4.612545762177726E+04
  1  1.294196242171190E-01  1.363244575979625E+05  4.669229528330724E+04
  1  1.299622641509434E-01  1.379344715572172E+05  4.726822209565470E+04
  1  1.305094736842105E-01  1.395499315222148E+05  4.785333711251934E+04
  1  1.310613107822410E-01  1.411734577493185E+05  4.844775167146383E+04
  1  1.316178343949045E-01  1.428109626391552E+05  4.905160352194652E+04
  1  1.321791044776119E-01  1.444530672279529E+05  4.966499234244738E+04
  1  1.327451820128480E-01  1.460998829096624E+05  5.028801956167835E+04
  1  1.333161290322581E-01  1.477583429019518E+05  5.092081760408499E+04
  1  1.338920086393089E-01  1.494270429240678E+05  5.156351456289820E+04
  1  1.344728850325380E-01  1.511067386651606E+05  5.221624345562026E+04
  1  1.350588235294118E-01  1.527969543889672E+05  5.287913696706914E+04
  1  1.356498905908096E-01  1.544970898244105E+05  5.355232690094456E+04
  1  1.362461538461539E-01  1.562043040608639E+05  5.423593435854136E+04
  1  1.368476821192053E-01  1.579279709943910E+05  5.493012324203317E+04
  1  1.374545454545454E-01  1.596658580306457E+05  5.563504976755478E+04
  1  1.380668151447662E-01  1.614084644128440E+05  5.635083009754524E+04
  1  1.386845637583893E-01  1.631659370381428E+05  5.707762714448573E+04
  1  1.393078651685393E-01  1.649402965963315E+05  5.781561504871988E+04
  1  1.399367945823928E-01  1.667305722218457E+05  5.856496593511020E+04
  1  1.405714285714286E-01  1.685306668639047E+05  5.932582673359284E+04
  1  1.412118451025057E-01  1.703419151441802E+05  6.009835242585670E+04
  1  1.418581235697940E-01  1.721747667741651E+05  6.088274771867749E+04
  1  1.425103448275862E-01  1.740288503587466E+05  6.167921842970150E+04
  1  1.431685912240185E-01  1.758956471749526E+05  6.248793404889670E+04
  1  1.438329466357308E-01  1.777721612432816E+05  6.330905257657927E+04
  1  1.445034965034965E-01  1.796617857658446E+05  6.414274995832334E+04
  1  1.451803278688525E-01  1.815754216798719E+05  6.498925542070037E+04
  1  1.458635294117647E-01  1.835096161575198E+05  6.584878523876837E+04
  1  1.465531914893617E-01  1.854603502381422E+05  6.672153982812433E+04
  1  1.472494061757720E-01  1.874351382630088E+05  6.760775797594000E+04
  1  1.479522673031026E-01  1.894287095242811E+05  6.850765683353752E+04
  1  1.486618705035971E-01  1.914427202156497E+05  6.942146456726376E+04
  1  1.493783132530120E-01  1.934811450777923E+05  7.034943168993903E+04
  1  1.501016949152542E-01  1.955425393563972E+05  7.129180537358433E+04
  1  1.508321167883212E-01  1.976281976688201E+05  7.224884265043092E+04
  1  1.515696821515892E-01  1.997361351146821E+05  7.322079464612277E+04
  1  1.523144963144963E-01  2.018647279439390E+05  7.420790823020073E+04
  1  1.530666666666667E-01  2.040221449269401E+05  7.521047405293753E+04
  1  1.538263027295285E-01  2.062015453878495E+05  7.622875328942073E+04
  1  1.545935162094763E-01  2.084078623298672E+05  7.726303548460620E+04
  1  1.553684210526316E-01  2.106522644696058E+05  7.831367022011544E+04
  1  1.561511335012594E-01  2.129255190745396E+05  7.938096605507555E+04
